team,position,count,probability
ARI,OT,1894,0.3788
ARI,EDGE,1500,0.3
ARI,LB,1474,0.2948
ARI,RB,82,0.0164
ARI,WR,28,0.0056
ARI,CB,19,0.0038
ARI,S,3,0.0006
BAL,WR,2102,0.4204
BAL,IOL,1624,0.3248
BAL,TE,527,0.1054
BAL,OT,323,0.0646
BAL,EDGE,184,0.0368
BAL,S,72,0.0144
BAL,RB,71,0.0142
BAL,CB,55,0.011
BAL,LB,41,0.0082
BAL,QB,1,0.0002
BUF,EDGE,1852,0.3704
BUF,WR,1845,0.369
BUF,DT,596,0.1192
BUF,IOL,206,0.0412
BUF,S,145,0.029
BUF,OT,139,0.0278
BUF,CB,97,0.0194
BUF,LB,64,0.0128
BUF,RB,35,0.007
BUF,TE,15,0.003
BUF,QB,6,0.0012
CAR,EDGE,1504,0.3008
CAR,TE,1325,0.265
CAR,WR,996,0.1992
CAR,OT,646,0.1292
CAR,DT,219,0.0438
CAR,S,104,0.0208
CAR,CB,103,0.0206
CAR,RB,60,0.012
CAR,LB,22,0.0044
CAR,IOL,21,0.0042
CHI,DT,3122,0.6244
CHI,S,1111,0.2222
CHI,CB,276,0.0552
CHI,OT,165,0.033
CHI,WR,140,0.028
CHI,EDGE,105,0.021
CHI,RB,37,0.0074
CHI,TE,19,0.0038
CHI,LB,17,0.0034
CHI,IOL,4,0.0008
CHI,QB,4,0.0008
CIN,S,2628,0.5256
CIN,LB,929,0.1858
CIN,OT,501,0.1002
CIN,IOL,248,0.0496
CIN,WR,220,0.044
CIN,CB,214,0.0428
CIN,EDGE,134,0.0268
CIN,RB,91,0.0182
CIN,TE,34,0.0068
CIN,QB,1,0.0002
CLE,WR,4215,0.843
CLE,OT,4180,0.836
CLE,EDGE,363,0.0726
CLE,RB,276,0.0552
CLE,CB,206,0.0412
CLE,IOL,199,0.0398
CLE,LB,190,0.038
CLE,S,143,0.0286
CLE,DT,129,0.0258
CLE,QB,83,0.0166
CLE,TE,16,0.0032
DAL,CB,3673,0.7346
DAL,EDGE,1909,0.3818
DAL,S,1495,0.299
DAL,OT,945,0.189
DAL,LB,787,0.1574
DAL,DT,451,0.0902
DAL,WR,401,0.0802
DAL,RB,187,0.0374
DAL,IOL,77,0.0154
DAL,TE,75,0.015
DET,OT,4260,0.852
DET,EDGE,183,0.0366
DET,DT,135,0.027
DET,S,110,0.022
DET,WR,91,0.0182
DET,TE,74,0.0148
DET,RB,70,0.014
DET,IOL,48,0.0096
DET,LB,21,0.0042
DET,CB,8,0.0016
HOU,DT,1999,0.3998
HOU,OT,1960,0.392
HOU,IOL,279,0.0558
HOU,EDGE,185,0.037
HOU,CB,178,0.0356
HOU,RB,161,0.0322
HOU,WR,130,0.026
HOU,LB,52,0.0104
HOU,S,24,0.0048
HOU,TE,20,0.004
HOU,QB,12,0.0024
KC,CB,3215,0.643
KC,EDGE,2984,0.5968
KC,OT,1658,0.3316
KC,WR,1032,0.2064
KC,S,803,0.1606
KC,LB,122,0.0244
